groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
2a,Team designs batch using 1 material,Player,4,so we have proto 6 tyler 4 rachel 2 and royce3?,0,0,1,0,0,0,4,11
2a,Team designs batch using 1 material,Player,8,1,0,0,0,0,0,0,4,1
2a,Team designs batch using 1 material,Player,3,2,0,0,0,0,0,0,4,1
2a,Team designs batch using 1 material,Player,2,Rachel can you explain?,0,0,1,0,0,0,4,4
2a,Team designs batch using 1 material,Player,4,2,0,0,0,0,0,0,4,1
2a,Team designs batch using 1 material,Player,8,"ok well it looks like it is process, rachel you should explain",0,0,0,0,0,0,4,12
2a,Team designs batch using 1 material,Player,5,Dry jet is the most effective for your money and is also the cheapest WIN WIN,0,0,0,0,0,0,2,16
2a,Team designs batch using 1 material,Player,4,but we need different options and vapor offeres better reliability,0,0,0,0,0,0,4,10
2a,Team designs batch using 1 material,Player,5,how do you know its more reliable?,0,0,1,0,0,0,2,7
2a,Team designs batch using 1 material,Player,2,Although this is true we need 5 prototypes. We already have 3 with that. And we all agreed that 10% would give us the best result.,0,0,0,0,0,0,4,26
2a,Team designs batch using 1 material,Player,7,i think vapor is worth the extra cost for much better reliability,0,0,0,0,0,0,5,12
2a,Team designs batch using 1 material,Player,7,worth testing at least,0,0,0,0,0,0,5,4
2a,Team designs batch using 1 material,Player,2,It is more reliable because Vapor reaches 75% effectivness at 7 hours while dry jet reaches it at 5 hours,0,0,0,0,1,0,4,20
2a,Team designs batch using 1 material,Player,5,ok,0,0,0,0,0,0,2,1
2a,Team designs batch using 1 material,Player,8,"so two with vapor, and different surfactants?",0,0,1,0,0,0,4,7
2a,Team designs batch using 1 material,Player,5,is someone going to design that or is there one made with those specifics?,0,0,1,0,0,0,2,14
2a,Team designs batch using 1 material,Player,7,negative charge and hydrophilic? since we determined those last discussion?,0,0,1,0,0,0,5,10
2a,Team designs batch using 1 material,Player,2,"If we still have 2 prototypes left, why dont we do one with changing CNT% and one changing process",0,0,0,0,0,0,4,19
2a,Team designs batch using 1 material,Player,5,do negative and hydrophillic,0,0,0,0,0,0,2,4
2a,Team designs batch using 1 material,Player,4,my first one has what we are looking for with hydrophilic,0,0,0,0,0,0,4,11
2a,Team designs batch using 1 material,Player,5,sounds good Brandon,0,0,0,0,0,0,2,3
2a,Team designs batch using 1 material,Player,7,changing CNT% isnt a bad idea either,0,0,0,0,0,0,5,7
2a,Team designs batch using 1 material,Player,7,for one of the 2,0,0,0,0,0,0,5,5
2a,Team designs batch using 1 material,Player,8,"WE need two that change a similiar thing, so we can compare the two",1,0,0,0,0,0,4,14
2a,Team designs batch using 1 material,Player,2,That is a good point.,0,0,0,0,0,0,4,5
2a,Team designs batch using 1 material,Player,3,can we vote for change which part?,0,0,1,0,0,0,4,7
2a,Team designs batch using 1 material,Player,8,we already did. it was 4-2 in favor of process,0,0,0,0,0,0,4,10
2a,Team designs batch using 1 material,Player,2,Then I say we change process,0,0,0,0,0,0,4,6
2a,Team designs batch using 1 material,Player,2,using negative and hydrophillic,0,0,0,0,0,0,4,4
2a,Team designs batch using 1 material,Player,5,yes,0,0,0,0,0,0,2,1
2a,Team designs batch using 1 material,Player,7,^^ bump,0,0,0,0,0,0,5,2
2a,Team designs batch using 1 material,Player,8,"Ill make the negative, can someone make hydro?",0,0,1,0,0,0,4,8
2a,Team designs batch using 1 material,Player,4,my first one is hydro,0,0,0,0,0,0,4,5
2a,Team designs batch using 1 material,Player,5,use Jacks,0,0,0,0,0,0,2,2
2a,Team designs batch using 1 material,Player,2,who is creating the batch?,0,0,1,0,0,0,4,5
2a,Team designs batch using 1 material,Player,8,"I did, its called final batch",0,0,0,0,0,0,4,6
2a,Team designs batch using 1 material,Player,2,Thank you Chester!,0,0,0,0,0,0,4,3
2a,Team designs batch using 1 material,Player,8,ok its good to go,0,0,0,0,0,0,4,5
2a,Team designs batch using 1 material,Player,7,GG guys,0,0,0,0,0,0,5,2
2a,Individual analysis of first batch,Mentor,1,"When I received lab results in my internship, I had to analyze them and write up my findings. I remember this being difficult the first couple times, so I posted one of my old lab write-ups in the shared space for reference. Just remember, your own analysis should include all important information, but be concise and well-organized. Alex will want to be able to find the key points of your analysis quickly.",0,1,0,0,0,1,4,72
2a,Individual analysis of first batch,Player,5,i dont see the results from the lab,0,0,0,0,0,0,2,8
2a,Individual analysis of first batch,Player,2,I do not see the results either!,0,0,0,0,0,0,4,7
2a,Individual analysis of first batch,Player,2,"I believe the resultes are available now. Simply go to FEEDS tool and then scroll down to batches. Then click on ""view Results"" on the final batch",0,0,0,0,0,0,4,27
2a,Reflection team discussion of first batch results,Player,6,When are we starting this meeting,0,0,0,0,0,0,2,6
2a,Reflection team discussion of first batch results,Player,2,When ever maria starts facilitating,0,0,0,0,0,0,4,5
2a,Reflection team discussion of first batch results,Mentor,1," Okay everyone, let's get going. I want to hear from all of you in this meeting. ",0,0,0,0,0,0,4,16
2a,Reflection team discussion of first batch results,Mentor,1,Please see the meeting summary example I posted in the shared space earlier during the internship if you need an example for this notebook.,0,0,0,0,0,0,4,24
2a,Reflection team discussion of first batch results,Mentor,1,"Now that your team has received the batch results, was it a successful trial?",0,0,1,0,0,0,4,14
2a,Reflection team discussion of first batch results,Player,6,I believe it was a successful trial,0,0,0,0,0,0,2,7
2a,Reflection team discussion of first batch results,Player,5,i think it was successful.  all of our designs had their pros and cons,0,0,0,0,0,0,2,14
2a,Reflection team discussion of first batch results,Player,2,I think that we had a pretty successful trial. I think that the numbers we got were a good way to compare everything,1,0,0,0,0,0,4,23
2a,Reflection team discussion of first batch results,Player,4,I think its alot easier to see the pros and cons of each one and see how they compare,1,0,0,0,0,0,4,19
2a,Reflection team discussion of first batch results,Player,6,Yeah there are a lot of similarities though too between the prototypes,0,0,0,0,0,0,2,12
2a,Reflection team discussion of first batch results,Player,2,"If you had to choose one, which one would be a top choice and why?",0,1,1,0,0,0,4,15
2a,Reflection team discussion of first batch results,Player,7,Tests results were clear to determine which prototypes were successful and which fell short of expectations.,0,0,0,0,0,0,5,16
2a,Reflection team discussion of first batch results,Mentor,1,What did you discover about the design problem?,0,0,1,0,0,0,4,8
2a,Reflection team discussion of first batch results,Player,6,In order to choose which prototype we want we have to look at which of the 5 categories we prioritize most,0,1,0,0,0,0,2,21
2a,Reflection team discussion of first batch results,Player,4,yeah like if cost is not an issue then i think NEgative is the best option,0,0,0,0,0,0,4,16
2a,Reflection team discussion of first batch results,Player,7,"I agree with jack, it had the best overall performance in all of the attributes",0,0,0,0,0,0,5,15
2a,Reflection team discussion of first batch results,Player,5,do you think marketability or cost is more important,0,0,0,0,0,0,2,9
2a,Reflection team discussion of first batch results,Player,5,?,0,0,1,0,0,0,2,1
2a,Reflection team discussion of first batch results,Player,3,marketability,0,0,0,0,0,0,4,1
2a,Reflection team discussion of first batch results,Player,4,i would say the cost is probabably more important,0,1,0,0,0,0,4,9
2a,Reflection team discussion of first batch results,Player,7,marketability,0,0,0,0,0,0,5,1
2a,Reflection team discussion of first batch results,Player,2,Well because the range of our products are only between 30 dollars of each other i think marketability matters most,0,0,0,0,0,0,4,20
2a,Reflection team discussion of first batch results,Player,6,cost is more important,0,0,0,0,0,0,2,4
2a,Reflection team discussion of first batch results,Player,6,yeah but we are not going to be selling just one item we are going to be selling thousands and thousands so $10 is a big difference,0,0,0,0,0,0,2,27
2a,Reflection team discussion of first batch results,Player,4,plus when people look to buy the product they are going to be looking at cost in relation to quality,0,0,0,0,0,0,4,20
2a,Reflection team discussion of first batch results,Player,6,"Maria, can we take our research and pick the best qualities from each prototype and then combine into a new one?",0,1,1,0,0,0,2,21
2a,Reflection team discussion of first batch results,Player,2,Okay so can we go ahead and make cost a main category that we are looking at?,0,0,1,0,0,0,4,17
2a,Reflection team discussion of first batch results,Mentor,1,What do you know now that you didn't before about how different design choices affect the properties of a device?,0,0,1,0,0,0,4,20
2a,Reflection team discussion of first batch results,Player,8,Carbon nanotubes effect almost ever attribute except BCR,0,0,0,0,0,0,4,8
2a,Reflection team discussion of first batch results,Player,5,the ones with dry jet are less reliable,0,0,0,0,0,0,2,8
2a,Reflection team discussion of first batch results,Player,2,I think that vapor is a lot better than Dry-jet wet,0,0,0,0,0,0,4,11
2a,Reflection team discussion of first batch results,Player,8,is it worth it for the extra money?,0,0,1,0,0,0,4,8
2a,Reflection team discussion of first batch results,Player,5,Vapor provide higher flux,0,0,0,0,0,0,2,4
2a,Reflection team discussion of first batch results,Player,2,They have a much higher flux and a higher reliabbility,0,0,0,0,0,0,4,10
2a,Reflection team discussion of first batch results,Player,2,I would say yes. But that is my opinion,0,1,0,0,0,0,4,9
2a,Reflection team discussion of first batch results,Player,4,also hydrophilic surfactant has a bad reliability,0,0,0,0,0,0,4,7
2a,Reflection team discussion of first batch results,Player,4,blood cell reactivity*,0,0,0,0,0,0,4,3
2a,Reflection team discussion of first batch results,Player,5,jacks look the most reasonable except for the BCR,0,0,0,0,0,0,2,9
2a,Reflection team discussion of first batch results,Player,6,Vapor is the way to go. What categories are we prioritizng,0,0,0,0,0,0,2,11
2a,Reflection team discussion of first batch results,Player,5,we want high flux and low BCR correct?,0,0,1,0,0,0,2,8
2a,Reflection team discussion of first batch results,Player,2,I think that blood cell reactivity is very important,0,0,0,0,0,0,4,9
2a,Reflection team discussion of first batch results,Player,2,yes,0,0,0,0,0,0,4,1
2a,Reflection team discussion of first batch results,Player,4,yeah i think we should definitly try to shoot for the 65.56 for bcr,0,1,0,0,0,0,4,14
2a,Reflection team discussion of first batch results,Player,2,I agree,0,0,0,0,0,0,4,2
2a,Reflection team discussion of first batch results,Player,3,PRNLT	Vapor	Negative Charge	10.0 is the most expensive,0,0,0,0,0,0,4,6
2a,Reflection team discussion of first batch results,Player,6,If we put Vapor with mine would that increase the reliability?,0,0,1,0,0,0,2,11
2a,Reflection team discussion of first batch results,Player,6,and Flux?,0,0,1,0,0,0,2,2
2a,Reflection team discussion of first batch results,Player,8,just flux not reliability,0,0,0,0,0,0,4,4
2a,Reflection team discussion of first batch results,Player,4,yeah it llooks like it,0,0,0,0,0,0,4,5
2a,Reflection team discussion of first batch results,Player,5,would that make the price too high? but you do have the best marketability.,0,0,1,0,0,0,2,14
2a,Reflection team discussion of first batch results,Player,2,It probably would but we determined that that vapor is much more expenmsive than dry-jet and seeming how yours is already the second most expensive. That would be more expensive than 150,0,0,0,0,1,0,4,32
2a,Reflection team discussion of first batch results,Player,6,True. What is the best surfactant then?,0,0,1,0,0,0,2,7
2a,Reflection team discussion of first batch results,Player,2,negative charge?,0,0,1,0,0,0,4,2
2a,Reflection team discussion of first batch results,Player,8,that all depends on what the consultant wants,0,0,0,0,0,0,4,8
2a,Reflection team discussion of first batch results,Player,5,negative causes a lower BCR,0,0,0,0,0,0,2,5
